original address,latitude,longitude
"325 SOUTH BELMONT STREET, YORK, PA",39.967478,-76.691926
"815 FREEPORT ROAD, PITTSBURGH, PA",40.489279,-79.895965
"4372 ROUTE 6, KANE, PA",41.671959,-78.8170675
"9100 BABCOCK BOULEVARD, PITTSBURGH, PA",40.572411,-80.016507
"POWELL & FORNANCE STREETS, NORRISTOWN, PA",40.1245311,-75.3353349
"1086 FRANKLIN STREET, JOHNSTOWN, PA",40.3051603,-78.9182691
"34TH & SPRUCE STS, PHILADELPHIA, PA",39.950446,-75.192587
"600 SOMERSET AVENUE, WINDBER, PA",40.241978,-78.838278
"751 LIBERTY STREET, MEADVILLE, PA",41.6420478,-80.1457865
"300 HALKET STREET, PITTSBURGH, PA",40.4375401,-79.9603989
"10800 KNIGHTS ROAD, PHILADELPHIA, PA",40.071597,-74.983411
"2701 DEKALB PIKE, NORRISTOWN, PA",40.1391586,-75.3150955
"10455 LINCOLN HIGHWAY, EVERETT, PA",40.0240374,-78.4310685
"116 INTERSTATE PARKWAY, BRADFORD, PA",41.9612198,-78.659452
"700 QUINCY AVENUE, SCRANTON, PA",41.411074,-75.650908
"406 WEST OAK STREET, TITUSVILLE, PA",41.6331696,-79.6792415
"1600 EAST HIGH STREET AND ARMAND HAMMER BLVD, POTTSTOWN, PA",40.2439663,-75.6136358
"601 PARK STREET, HONESDALE, PA",41.576467,-75.260486
"140 NUTT ROAD, PHOENIXVILLE, PA",40.123546,-75.51501
"290 HAIDA AVENUE, HASTINGS, PA",40.6594147,-78.7094515
"1600 WEST GIRARD AVENUE, PHILADELPHIA, PA",39.971627,-75.163583
"PO BOX 689, ALLENTOWN, PA",40.6084305,-75.4901833
"575 NORTH RIVER STREET, WILKES-BARRE, PA",41.2586036,-75.8672935
"501 EAST MAIN ST, WAYNESBORO, PA",39.7536807,-77.5741547
"130 SOUTH BRYN MAWR AVE, BRYN MAWR, PA",40.018826,-75.321154
"5501 OLD YORK ROAD, PHILADELPHIA, PA",40.0368315,-75.1444505
"532 WEST PITTSBURGH STREET, GREENSBURG, PA",40.301033,-79.5550515
"TWO CRESCENT PARK WEST, WARREN, PA",41.83752,-79.14728
"1163 COUNTRY CLUB ROAD, MONONGAHELA, PA",40.1844405,-79.9161427
"350 BONAR AVENUE, WAYNESBURG, PA",39.9005844,-80.1739116
"112 NORTH SEVENTH STREET, CHAMBERSBURG, PA",39.9349215,-77.6474403
"255 WEST LANCASTER AVENUE, PAOLI, PA",40.044747,-75.504248
"763 JOHNSONBURG ROAD, SAINT MARYS, PA",41.4255868,-78.576052
"LANSDOWNE & BAILY RDS, DARBY, PA",39.9287143,-75.2687281
"25 HECKEL ROAD, MCKEES ROCKS, PA",40.472755,-80.090742
"100 MEDICAL BOULEVARD, CANONSBURG, PA",40.2456908,-80.1911743
"250 SOUTH 21ST STREET, EASTON, PA",40.6870828,-75.2427202
"ONE NOLTE DRIVE, KITTANNING, PA",40.816453,-79.5219893
"200 LOTHROP STREET, PITTSBURGH, PA",40.4419009,-79.9604392
"ONE HOSPITAL WAY, BUTLER, PA",40.8669998,-79.8791246
"835 HOSPITAL ROAD,  PO BOX 788, INDIANA, PA",40.6075465,-79.1565718
"111 SOUTH 11TH STREET, PHILADELPHIA, PA",39.9496912,-75.1571239
"110 NORTH MAIN STREET, GREENVILLE, PA",41.4113258,-80.3716872
"701 EAST MARSHALL ST, WEST CHESTER, PA",39.970243,-75.602588
"ONE MEDICAL CENTER BOULEVARD, UPLAND, PA",39.8559777,-75.3679091
"360 W RUDDLE STREET, COALDALE, PA",40.8213398,-75.9139185
"401 EAST MURPHY AVENUE, CONNELLSVILLE, PA",40.022968,-79.586136
"700 EAST BROAD STREET, HAZLETON, PA",40.948745,-75.96386
"4200 HOSPITAL ROAD, COAL TOWNSHIP, PA",40.8051487,-76.5699371
"880 STATE ROUTE 6 WEST, TUNKHANNOCK, PA",41.3173919,-95.0765383
"211 NORTH 12TH STREET, LEHIGHTON, PA",40.831297,-75.727936
"100 LANCASTER AVE, WYNNEWOOD, PA",39.988866,-75.2603929
"421 CHEW STREET, ALLENTOWN, PA",40.6079751,-75.468174
"5515 PEACH STREET, ERIE, PA",42.0740001,-80.0936832
"81 HILLCREST DRIVE, PUNXSUTAWNEY, PA",40.961282,-78.999735
"206 EAST BROWN STREET, EAST STROUDSBUR, PA",40.9922502,-75.1746553
"595 WEST STATE ST, DOYLESTOWN, PA",40.305107,-75.145669
"2601 HOLME AVE, PHILADELPHIA, PA",40.058293,-75.0435096
"740 EAST STATE STREET, SHARON, PA",41.2329132,-80.4956854
"508 SOUTH CHURCH STREET, MOUNT PLEASANT, PA",40.145263,-79.549922
"ONE MELLON WAY, LATROBE, PA",40.320998,-79.394584
"1015 WEST BALTIMORE PIKE, WEST GROVE, PA",39.821909,-75.8868339
"1068 WEST BALTIMORE PIKE, MEDIA, PA",39.9144015,-75.4300933
"51 NORTH 39TH STREET, PHILADELPHIA, PA",39.9584905,-75.1992443
"169 MARTIN AVENUE, EPHRATA, PA",40.1873897,-76.1822355
"800 SPRUCE STREET, PHILADELPHIA, PA",39.9456,-75.155606
"1000 BOWER HILL ROAD, PITTSBURGH, PA",40.377822,-80.065892
"1200 OLD YORK ROAD, ABINGTON, PA",40.1207717,-75.1181812
"300 HIGHLAND AVE, HANOVER, PA",39.80858,-76.983061
"91 HOSPITAL DRIVE, TOWANDA, PA",41.7836973,-76.4487712
"746 JEFFERSON AVENUE, SCRANTON, PA",41.4127613,-75.6539872
"500 UNIVERSITY DRIVE, HERSHEY, PA",40.26466,-76.675773
"LANGHORNE-NEWTOWN RD, LANGHORNE, PA",40.2167248,-74.9316577
"2545 SCHOENERSVILLE ROAD, BETHLEHEM, PA",40.644903,-75.4086839
"565 COAL VALLEY RD, PITTSBURGH, PA",40.3180171,-79.9349356
"631 NORTH BROAD STREET EXT., GROVE CITY, PA",41.1578377,-80.0886703
"2570 HAYMAKER RD, MONROEVILLE, PA",40.428971,-79.748075
"1800 EAST PARK AVE, STATE COLLEGE, PA",40.819363,-77.842727
"100O EAST MOUNTAIN BOULEVARD, WILKES BARRE, PA",41.258546,-75.8104079
"1033 W GERMANTOWN PIKE, NORRISTOWN, PA",40.1564852,-75.3688591
"100 EAGLEVILLE RD, EAGLEVILLE, PA",40.1558618,-75.4118784
"230 NORTH BROAD STREET, PHILADELPHIA, PA",39.9573186,-75.1627907
"5800 RIDGE AVE, PHILA, PA",40.0290615,-75.2104952
"239 EDGEWOOD DRIVE EXTENSION, TRANSFER, PA",41.3284543,-80.432859
"1331 EAST WYOMING AVENUE, PHILADELPHIA, PA",40.018902,-75.098324
"101 BROAD STREET, ASHLAND, PA",40.769989,-76.3296979
"2310 HIGHLAND AVENUE, BETHLEHEM, PA",40.672689,-75.365789
"2752 CENTURY BOULEVARD, WYOMISSING, PA",40.358538,-75.988051
"1503 CEDAR CREST BOULEVARD, ALLENTOWN, PA",40.6112696,-75.5323605
"3300 TILLMAN DRIVE, BENSALEM, PA",40.1168335,-74.9613427
"100 TRICH DRIVE, WASHINGTON, PA",40.1565061,-80.2790841
"1861 POWDER MILL RD, YORK, PA",39.9168805,-76.6968354
"111 BREWSTER STREET, PAWTUCKET, RI",41.869427,-71.375612
"825 CHALKSTONE AVENUE, PROVIDENCE, RI",41.8347655,-71.4355141
"200 HIGH SERVICE AVENUE, NORTH PROVIDENC, RI",41.855742,-71.45945
"FRIENDSHIP STREET, NEWPORT, RI",41.4967904,-71.3045447
"593 EDDY STREET, PROVIDENCE, RI",41.812539,-71.407599
"100 KENYON AVE, WAKEFIELD, RI",41.43145,-71.4950707
"455 TOLL GATE RD, WARWICK, RI",41.705411,-71.477898
"101 DUDLEY STREET, PROVIDENCE, RI",41.810963,-71.412083
"115 CASS AVE, WOONSOCKET, RI",42.004971,-71.495606
"164 SUMMIT AVENUE, PROVIDENCE, RI",41.851722,-71.398257
"25 WELLS STREET, WESTERLY, RI",41.361981,-71.824449
"222 S HERLONG AVE, ROCK HILL, SC",34.955333,-81.0513754
"169 ASHLEY AVE, CHARLESTON, SC",32.784352,-79.946823
"301 E JACKSON ST, DILLON, SC",34.4215735,-79.3659935
"101 E WOOD ST, SPARTANBURG, SC",34.9673272,-81.9402144
"298 MEMORIAL DRIVE, SENECA, SC",34.6940262,-82.9888429
"1304 W BOBO NEWSOM HWY, HARTSVILLE, SC",34.350195,-80.104716
"123 MEDICAL PARK DRIVE PO BOX 188, PICKENS, SC",34.8834489,-82.7073573
"200 FLEETWOOD DRIVE, EASLEY, SC",34.841085,-82.606829
"PO BOX 588  811  REYNOLDS ROAD, BARNWELL, SC",33.256438,-81.362602
"5 RICHLAND MEDICAL PARK, COLUMBIA, SC",34.0283919,-81.0353916
"1 MEDICAL PARK DRIVE, CHESTER, SC",34.6845006,-81.1838829
"606 BLACK RIVER RD DRAWER 1718, GEORGETOWN, SC",33.376834,-79.2944964
"ONE ST FRANCIS DR, GREENVILLE, SC",34.840334,-82.421702
"2435 FOREST DR, COLUMBIA, SC",34.013573,-81.012165
"800 N FANT ST, ANDERSON, SC",34.511633,-82.646483
"501 ROBERTSON BOULEVARD, WALTERBORO, SC",32.923153,-80.6698399
"830 SOUTH BUNCOMBE ROAD, GREER, SC",34.9203964,-82.2438776
"800 W MEETING ST, LANCASTER, SC",34.717873,-80.788438
"729 SOUTH EAST MAIN STREET, SIMPSONVILLE, SC",34.719978,-82.248384
"US HWY 76 PO DRAWER 976, CLINTON, SC",34.4726276,-81.8806562
"322 W SOUTH ST PO BOX 789, UNION, SC",34.711626,-81.6267439
"1530 N LIMESTONE ST, GAFFNEY, SC",35.089005,-81.633347
"HAILE AND ROBERTS STREETS, BOX 7003, CAMDEN, SC",34.2465393,-80.6070237
"300 SINGLETON RIDGE ROAD, CONWAY, SC",33.78555,-79.0017843
"555 E CHEVES ST BOX 8700, FLORENCE, SC",34.1954331,-79.7625625
"2669 KINARD ST PO BOX 497, NEWBERRY, SC",34.2882929,-81.6056755
"1138 CHERAW HIGHWAY, BENNETTSVILLE, SC",34.6355267,-79.6989429
"2829 E HWY 76, MULLINS, SC",34.1866108,-79.3254082
"509 NORTH STREET, BAMBERG, SC",33.307457,-81.028176
"701 CASHUA FERRY ROAD, DARLINGTON, SC",34.312612,-79.8395357
"711 CHESTERFIELD HIGHWAY, CHERAW, SC",34.695385,-79.919357
"3655 MITCHELL ST, LORIS, SC",34.0567149,-78.899035
"2095 HENRY TECKLENBURG DRIVE, CHARLESTON, SC",32.808777,-80.042165
"258 N RON MCNAIR BLVD, LAKE CITY, SC",33.8793155,-79.759451
"955 RIBAUT RD, BEAUFORT, SC",32.416657,-80.68727
"3000 ST MATTHEWS RD BOX 1806, ORANGEBURG, SC",33.6218541,-80.74922
"10 HOSPITAL ST BOX 550, MANNING, SC",33.6951627,-80.2109134
"129 N WASHINGTON ST, SUMTER, SC",33.923197,-80.343078
"1325 SPRING STREET, GREENWOOD, SC",34.175711,-82.157907
"595 WEST CAROLINA AVENUE, VARNVILLE, SC",32.8504445,-81.0792722
"2720 SUNSET BLVD, WEST COLUMBIA, SC",34.006091,-81.114497
"701 GROVE RD, GREENVILLE, SC",34.8190354,-82.4130821
"9330 MEDICAL PLAZA DR, CHARLESTON, SC",32.976051,-80.073023
"25 HOSPITAL CENTER BLVD, HILTON HEAD ISL, SC",32.223249,-80.714439
"302 UNIVERSITY PARKWAY, AIKEN, SC",33.572206,-81.762177
"1700 SKYLYN DR BOX 3217, SPARTANBURG, SC",34.9495672,-81.9320482
"809 82ND PARKWAY BOX 7500, MYRTLE BEACH, SC",33.6890603,-78.8866943
"TAYLOR AT MARION, COLUMBIA, SC",34.0075436,-81.0326973
"316 CALHOUN ST, CHARLESTON, SC",32.7821113,-79.950184
"2000 HOSPITAL DR, MOUNT PLEASANT, SC",32.8211859,-79.8505211
"805 PAMPLICO HWY BOX 100550, FLORENCE, SC",34.1954331,-79.7625625
"4070 HIGHWAY 17 BY-PASS, MURRELLS INLET, SC",33.5955283,-79.0241151
"1000 MEDICAL CENTER DRIVE, HARDEEVILLE, SC",32.3140845,-81.0553017
"175 PATEWOOD DRIVE, GREENVILLE, SC",34.8521224,-82.3256061
"250 WESTMORELAND ROAD, GREER, SC",34.8618174,-82.2164915
"3500 HIGHWAY 17 NORTH, MOUNT PLEASANT, SC",32.877849,-79.7689154
"401 9TH AVENUE NW  PO BOX 1210, WATERTOWN, SD",44.9111282,-97.1206301
"300 22ND AVE, BROOKINGS, SD",44.3036143,-96.7682283
"501 SUMMIT, YANKTON, SD",42.8724857,-97.4074066
"525 N FOSTER, MITCHELL, SD",43.7136999,-98.0074784
"305 S STATE ST, ABERDEEN, SD",45.4614129,-98.4792892
"801 E SIOUX, PIERRE, SD",44.3591632,-100.3315386
"1325 S CLIFF AVE  PO BOX 5045, SIOUX FALLS, SD",43.5345976,-96.7113574
"1305 W 18TH ST  PO BOX 5039, SIOUX FALLS, SD",43.5356215,-96.7430545
"1440 N MAIN ST, SPEARFISH, SD",44.4980108,-103.8611422
"353 FAIRMONT BLVD  PO BOX 6000, RAPID CITY, SD",44.057049,-103.225095
"EAST HIGHWAY 18, PINE RIDGE, SD",43.1999944,-96.4304093
"400 SOLDIER CREEK ROAD, ROSEBUD, SD",43.2831381,-100.8705174
"600 SIOUX POINT ROAD, DAKOTA DUNES, SD",42.5055175,-96.4962584
"910 EAST 20TH STREET, SIOUX FALLS, SD",43.53485,-96.7146778
"216 ANAMARIA DR, RAPID CITY, SD",44.0460691,-103.2233716
"701 8TH AVENUE NW SUITE C, ABERDEEN, SD",45.4739006,-98.4977833
"4500 W 69TH ST, SIOUX FALLS, SD",43.490919,-96.780372
"2601 FOX RUN PARKWAY, YANKTON, SD",42.9004936,-97.399858
"GREENWAY CIRCLE, ERWIN, TN",36.1343245,-82.4131338
"620 SKYLINE DRIVE, JACKSON, TN",35.639061,-88.832071
"555 HARTSVILLE PIKE, GALLATIN, TN",36.389814,-86.433895
"3441 DICKERSON PIKE, NASHVILLE, TN",36.244397,-86.752037
"1001 MCARTHUR ST, MANCHESTER, TN",35.468716,-86.084001
"200 W CHURCH ST, LEXINGTON, TN",35.654359,-88.3994464
"421 S MAIN ST, CROSSVILLE, TN",35.9391697,-85.018647
"103 J V MANGUBAT DR, WAYNESBORO, TN",35.325195,-87.756396
"907 E LAMAR ALEXANDER PARKWAY, MARYVILLE, TN",35.7551475,-83.95834
"ONE MEDICAL PARK BLVD, BRISTOL, TN",36.5858701,-82.2570275
"1924 ALCOA HIGHWAY, KNOXVILLE, TN",35.9398478,-83.9432553
"631 RB WILSON DR, HUNTINGDON, TN",36.022853,-88.412037
"130 WEST RAVINE ROAD, KINGSPORT, TN",36.5540128,-82.5548303
"1501 WEST ELK AVENUE, ELIZABETHTON, TN",36.3460258,-82.2497177
"1265 E COLLEGE ST, PULASKI, TN",35.1919741,-87.0060055
"1420 TUSCULUM BLVD, GREENEVILLE, TN",36.175613,-82.790329
"4321 CAROTHERS PARKWAY, FRANKLIN, TN",35.9159522,-86.8179916
"908 W 4TH NORTH ST, MORRISTOWN, TN",36.213228,-83.3056019
"412 DEVONIA ST, HARRIMAN, TN",35.935339,-84.551487
"851 LOCUST STREET, ROGERSVILLE, TN",36.399541,-83.0134696
"923 EAST CENTRAL AVENUE, LA FOLLETTE, TN",36.388947,-84.111835
"990 OAK RIDGE TURNPIKE BOX 529, OAK RIDGE, TN",36.0103561,-84.2696449
"651 DUNLOP LANE, CLARKSVILLE, TN",36.581991,-87.270503
"1161 21ST AVENUE SOUTH, NASHVILLE, TN",36.1445686,-86.8000376
"2718 SQUIRREL HOLLOW DRIVE, LINDEN, TN",35.5928909,-87.8619793
"111 HIGHWAY 70 EAST, DICKSON, TN",34.5057893,-92.9667813
"200 HOSPITAL DR, TRENTON, TN",35.9629181,-88.9398017
"6019 WALNUT GROVE ROAD, MEMPHIS, TN",35.128367,-89.8620223
"1265 UNION AVE SUITE 700, MEMPHIS, TN",35.136401,-90.019283
"401 TAKOMA AVE, GREENEVILLE, TN",36.151266,-82.845932
"705 E POPLAR AVE, SELMER, TN",35.161391,-88.575877
"1700 MEDICAL CENTER PARKWAY, MURFREESBORO, TN",35.8607437,-86.4243423
"886 HIGHWAY 411 NORTH, ETOWAH, TN",35.3412446,-84.5365131
"110 HOSPITAL DRIVE, JEFFERSON CITY, TN",36.106414,-83.519239
"1850 OLD KNOXVILLE HIGHWAY, TAZEWELL, TN",36.4404954,-83.594799
"185 HOSPITAL ROAD, WINCHESTER, TN",35.177333,-86.090814
"1 MEDICAL CENTER BOULEVARD, COOKEVILLE, TN",36.1712056,-85.5093828
"4039 HIGHLAND ST, MILAN, TN",35.9132588,-88.7534734
"161 MOUNT PELIA RD, MARTIN, TN",36.334651,-88.868584
"400 N STATE OF FRANKLIN RD, JOHNSON CITY, TN",36.307673,-82.384973
"1000 HIGHWAY 28, JASPER, TN",35.045808,-85.629768
"100 NORTHCREST DRIVE, SPRINGFIELD, TN",36.479272,-86.886317
"726 MCFARLAND ST, MORRISTOWN, TN",36.2148437,-83.3043135
"1114 W MADISON AVE, ATHENS, TN",35.4404129,-84.6077331
"969 TENNESSEE AVE S, PARSONS, TN",35.6377657,-88.1228989
"400 TICKLE ST, DYERSBURG, TN",36.048535,-89.380182
"1224 TROTWOOD AVE, COLUMBIA, TN",35.60606,-87.0656805
"742 MIDDLECREEK ROAD, SEVIERVILLE, TN",35.8541799,-83.5373091
"4220 HARDING RD, PO BOX 380, NASHVILLE, TN",36.1285851,-86.8455922
"436 CENTRAL AVENUE WEST, JAMESTOWN, TN",36.43222,-84.942504
"304 WRIGHT ST, SWEETWATER, TN",35.6002347,-84.4642442
"2525 DESALES AVE, CHATTANOOGA, TN",35.041567,-85.260373
"106 MEDICAL CENTER BLVD, FAYETTEVILLE, TN",35.149387,-86.554665
"975 E 3RD ST, CHATTANOOGA, TN",35.050682,-85.288233
"935 WAYNE ROAD, SAVANNAH, TN",35.228479,-88.230313
"550 FORT LOUDOUN MEDICAL CENTER DR, LENOIR CITY, TN",35.8241809,-84.2712069
"1818 ALBION STREET, NASHVILLE, TN",36.16683,-86.807109
"3525 CHERE CAROL RD, HUMBOLDT, TN",35.815529,-88.895347
"900 EAST OAK HILL AVENUE, KNOXVILLE, TN",35.992334,-83.926972
"1901 W CLINCH AVE, KNOXVILLE, TN",35.957471,-83.936595
"1201 BISHOP ST, PO BOX 310, UNION CITY, TN",36.4144032,-89.044725
"1995 HIGHWAY 51 S, COVINGTON, TN",35.53586,-89.678207
"301 TYSON AV, PARIS, TN",36.2961065,-88.3117802
"2000 CHURCH ST, NASHVILLE, TN",36.1532386,-86.8020632
"2835 HWY 231 N, SHELBYVILLE, TN",35.563335,-86.448735
"100 OLD JEFFERSON ST, CELINA, TN",36.545519,-85.505301
"1801 N JACKSON ST BOX 460, TULLAHOMA, TN",35.3620235,-86.2094342
"520 W MAIN ST, SMITHVILLE, TN",35.961297,-85.829365
"5655 FRIST BLVD, HERMITAGE, TN",36.176236,-86.608716
"1559 SPARTA STREET, MC MINNVILLE, TN",35.700143,-85.742779
"877 JEFFERSON AVENUE, MEMPHIS, TN",35.1426129,-90.031378
"435 2ND ST, NEWPORT, TN",35.965138,-83.181696
"2333 MCCALLIE AVE, CHATTANOOGA, TN",35.034666,-85.267349
"3000 GETWELL RD, MEMPHIS, TN",35.067139,-89.931382
"2300 PATTERSON STREET, NASHVILLE, TN",36.1536347,-86.8100519
"214 LAKEVIEW RD, SOMERVILLE, TN",35.24698,-89.363416
"9352 PARK WEST BLVD, KNOXVILLE, TN",35.917646,-84.100798
"2545 N WASHINGTON AVE, BROWNSVILLE, TN",35.610418,-89.243231
"HWY 43 S BOX 847, LAWRENCEBURG, TN",35.2423023,-87.3347389
"2000 BROOKSIDE DR, KINGSPORT, TN",36.550567,-82.514645
"188 HOSPITAL LANE, JELLICO, TN",36.572076,-84.131333
"650 NUCKOLLS ROAD, BOLIVAR, TN",35.266753,-88.999684
"161 HOSPITAL DRIVE, MC KENZIE, TN",36.138638,-88.491191
"5959 PARK AVE, MEMPHIS, TN",35.099248,-89.863014
"401 PRINCETON RD, JOHNSON CITY, TN",36.351911,-82.3729369
"2305 CHAMBLISS AVE NW, CLEVELAND, TN",35.1773113,-84.868727
"158 HOSPITAL DRIVE, CARTHAGE, TN",36.26377,-85.948553
"315 OAK ST BOX 550, LIVINGSTON, TN",36.3833961,-85.3230221
"367 HOSPITAL BLVD, JACKSON, TN",35.6844489,-88.8546063
"401 SEWELL DR, SPARTA, TN",35.948927,-85.478253
"1411 BADDOUR PARKWAY, LEBANON, TN",36.220691,-86.327312
"355 NEW SHACKLE ISLAND RD, HENDERSONVILLE, TN",36.324427,-86.6230439
"391 WALLACE RD, NASHVILLE, TN",36.076453,-86.722013
"324 DOOLITTLE ROAD, WOODBURY, TN",35.833371,-86.072207
"2011 MURPHY AVENUE, NASHVILLE, TN",36.15524,-86.8034969
"200 STONECREST BOULEVARD, SMYRNA, TN",35.9751019,-86.5668793
"2986 KATE BOND RD, BARTLETT, TN",35.207129,-89.800593
"2001 N OREGON ST, EL PASO, TX",31.7703097,-106.5008526
"608 STRICKLAND DRIVE, ORANGE, TX",30.100074,-93.766435
"551 HILL COUNTRY DRIVE, KERRVILLE, TX",30.0441282,-99.1521745
"1600 11TH STREET, WICHITA FALLS, TX",33.9029641,-98.5003522
"2801 FRANCISCAN DR, BRYAN, TX",30.655981,-96.346721
"5201 HARRY HINES BLVD, DALLAS, TX",32.810425,-96.836993
"301 UNIVERSITY BOULEVARD, GALVESTON, TX",29.3123253,-94.7731733
"3500 GASTON AVE, DALLAS, TX",32.7899443,-96.7804366
"2701 HOSPITAL DRIVE, VICTORIA, TX",28.812689,-96.977802
"4815 ALAMEDA AVE, EL PASO, TX",31.771496,-106.435928
"1040 W JEFFERSON ST, BROWNSVILLE, TX",25.919335,-97.51054
"1700 EAST SAUNDERS, LAREDO, TX",27.532485,-99.478077
"811 S WASHINGTON, MARSHALL, TX",32.5372091,-94.3679607
"2101 PEASE ST, HARLINGEN, TX",26.174457,-97.670145
"2830 CALDER AVENUE, BEAUMONT, TX",30.087292,-94.132916
"1401 ST. JOSEPH PARKWAY, HOUSTON, TX",29.748021,-95.36609
"700 EAST MARSHALL AVENUE, LONGVIEW, TX",32.5021867,-94.7302451
"1500 S MAIN ST, FORT WORTH, TX",32.7262127,-97.3265915
"3615 19TH STREET, LUBBOCK, TX",33.5752379,-101.8927186
"6901 MEDICAL PARKWAY, WACO, TX",31.514445,-97.199274
"5909 HARRY HINES BLVD, DALLAS, TX",32.816047,-96.845957
"600 ELIZABETH STREET, CORPUS CHRISTI, TX",27.776626,-97.393878
"1441 NORTH BECKLEY AVENUE, DALLAS, TX",32.760165,-96.824372
"101 S AVE T, CLIFTON, TX",31.7777689,-97.5887582
"2401 31ST ST, TEMPLE, TX",31.0857396,-97.3631525
"200 E ARIZONA, SWEETWATER, TX",32.4538526,-100.398272
"1201 W 38TH ST, AUSTIN, TX",30.304815,-97.745591
"111 DALLAS STREET, SAN ANTONIO, TX",29.4336006,-98.492653
"800 W RANDOL MILL RD, ARLINGTON, TX",32.7494372,-97.1162995
"6411 FANNIN, HOUSTON, TX",29.7143089,-95.3968034
"100 MEDICAL DRIVE, LAKE JACKSON, TX",29.029697,-95.452427
"1700 COGDELL BLVD, SNYDER, TX",32.6885001,-100.9170313
"101 AVENUE J, ANSON, TX",32.7674855,-99.8955192
"1901 N MACARTHUR BLVD, IRVING, TX",32.8352,-96.961007
"2001 N JEFFERSON, MOUNT PLEASANT, TX",33.1757289,-94.971802
"1500 E HOUSTON HWY, BEEVILLE, TX",28.4159125,-97.7319016
"1000 SOUTH BECKHAM STREET, TYLER, TX",32.3375485,-95.291605
"1301 MONTGOMERY ROAD, GRAHAM, TX",33.0898833,-98.5844152
"4401 BOOTH CALLOWAY ROAD, NORTH RICHLAND, TX",32.829315,-97.213986
"1900 HOSPITAL BLVD, GAINESVILLE, TX",33.6434827,-97.1621525
"3333 N FOSTER MALDONADO BLVD, EAGLE PASS, TX",28.7099738,-100.4536951
"4000 SPENCER HWY, PASADENA, TX",29.665748,-95.181312
"1 MEDICAL PLAZA, PAMPA, TX",29.656462,-95.2025273
"100 HILLCREST MEDICAL BLVD, WACO, TX",31.4914392,-97.1572831
"800 EAST DAWSON, TYLER, TX",32.3424876,-95.2925612
"1215 E COURT ST, SEGUIN, TX",29.5687589,-97.9477563
"1801 NORTH OREGON STREET, EL PASO, TX",31.769977,-106.4989669
"499 10TH STREET, FLORESVILLE, TX",29.150201,-98.1627991
"1102 W TRENTON ROAD, EDINBURG, TX",26.2635272,-98.1845519
"5500 39TH ST, GROVES, TX",29.938893,-93.922125
"601 E 15TH STREET, AUSTIN, TX",30.2743833,-97.7339482
"1401 EAST EIGHT STREET, WESLACO, TX",26.151976,-97.9776825
"414 NAVARRO, SUITE 600, SAN ANTONIO, TX",29.42561,-98.489457
"500 W 4TH STREET, ODESSA, TX",31.8450738,-102.3737284
"2200 WEST ILLINOIS AVE, MIDLAND, TX",31.9961626,-102.0995032
"1301 PENNSYLVANIA AVENUE, FORT WORTH, TX",32.7377951,-97.3389881
"1400 EIGHTH AVE, FORT WORTH, TX",32.7306952,-97.3437925
"800 EAST HIGHWAY 71, SMITHVILLE, TX",30.003913,-97.136514
"720 HOSPITAL DRIVE, ANDREWS, TX",32.338104,-102.545872
"506 E SAN ANTONIO ST, VICTORIA, TX",28.8076475,-96.9989598
"201 WALLS DRIVE, CLEBURNE, TX",32.333328,-97.438085
"2201 S CLEAR CREEK ROAD, KILLEEN, TX",31.1132607,-97.8007561
"801 BEDELL AVE, DEL RIO, TX",29.3740175,-100.8926454
"801 EAST THIRD, HEREFORD, TX",34.8206781,-102.3917372
"2412 50TH ST, LUBBOCK, TX",33.54983,-101.86919
"1311 EAST GENERAL CAVAZOS BLVD, KINGSVILLE, TX",27.490183,-97.850776
"1905 HWY 97 EAST, JOURDANTON, TX",28.9414012,-98.5110568
"900 SOUTH BRYAN ROAD, MISSION, TX",26.1966508,-98.314091
"1025 GARNER FIELD ROAD, UVALDE, TX",29.2147033,-99.7696216
"387 WEST I 10, FORT STOCKTON, TX",30.8930383,-102.8760867
"1635  NORTH LOOP WEST, HOUSTON, TX",29.8123018,-95.4300968
"700 MEDICAL PARKWAY, BRENHAM, TX",30.145561,-96.399438
"3000 W MAIN ST, CLARKSVILLE, TX",33.6119704,-95.0994204
"101 CIRCLE DRIVE, HILLSBORO, TX",32.012439,-97.099195
"6720 BERTNER, HOUSTON, TX",29.7071932,-95.4004799
"501 S RAGSDALE, JACKSONVILLE, TX",31.960715,-95.270981
"820 CLARKSVILLE ST, PARIS, TX",33.659842,-95.547519
"1000 PINE STREET, TEXARKANA, TX",33.4279306,-94.046797
"713 E ANDERSON ST, WEATHERFORD, TX",32.7475459,-97.7847093
"1501 COULTER ROAD, AMARILLO, TX",35.1993441,-101.9218553
"409 WEST COTTAGE, CARTHAGE, TX",32.1673056,-94.3468835
"1201 WEST FRANK STREET, LUFKIN, TX",31.3363231,-94.7421221
"4502 MEDICAL DR, SAN ANTONIO, TX",29.508219,-98.578543
"10141 US 59 NORTH, WHARTON, TX",38.3198653,-95.2511964
"200 W OLLIE, LLANO, TX",30.742871,-98.677685
"224 E SECOND STREET, DUMAS, TX",35.8642387,-101.9714687
"504 MEDICAL CENTER BLVD, CONROE, TX",30.284734,-95.467136
"1900 PINE, ABILENE, TX",32.471254,-99.732761
"1600 WALLACE BLVD, AMARILLO, TX",35.1953294,-101.9190681
"10201 HWY 16, COMANCHE, TX",31.8494132,-98.5780754
"1110 NORTH SARAH DEWITT DRIVE, GONZALES, TX",29.5154477,-97.4289979
